crop,stage,weather_risk,care_area,priority,advice_en,advice_hi,advice_bho,advice_pa,advice_mr,frequency,source_type,review_status
Mustard,nursery,low,irrigation,planned,"For Mustard during nursery stage under stable weather, keep moisture even and avoid long dry-wet swings.",Mustard में nursery stage पर stable weather होने पर keep moisture even and avoid long dry-wet swings।,Mustard में nursery stage पर stable weather रहे त keep moisture even and avoid long dry-wet swings।,Mustard ਵਿੱਚ nursery stage ਦੌਰਾਨ stable weather ਹੋਵੇ ਤਾਂ keep moisture even and avoid long dry-wet swings।,Mustard मध्ये nursery stage आणि stable weather असताना keep moisture even and avoid long dry-wet swings.,weekly,generated_baseline,needs_agronomist_review
Mustard,nursery,low,nutrition,planned,"For Mustard during nursery stage under stable weather, support crop with balanced nutrition and avoid excess nitrogen.",Mustard में nursery stage पर stable weather होने पर support crop with balanced nutrition and avoid excess nitrogen।,Mustard में nursery stage पर stable weather रहे त support crop with balanced nutrition and avoid excess nitrogen।,Mustard ਵਿੱਚ nursery stage ਦੌਰਾਨ stable weather ਹੋਵੇ ਤਾਂ support crop with balanced nutrition and avoid excess nitrogen।,Mustard मध्ये nursery stage आणि stable weather असताना support crop with balanced nutrition and avoid excess nitrogen.,weekly,generated_baseline,needs_agronomist_review
Mustard,nursery,low,canopy,planned,"For Mustard during nursery stage under stable weather, keep canopy open for airflow and light entry.",Mustard में nursery stage पर stable weather होने पर keep canopy open for airflow and light entry।,Mustard में nursery stage पर stable weather रहे त keep canopy open for airflow and light entry।,Mustard ਵਿੱਚ nursery stage ਦੌਰਾਨ stable weather ਹੋਵੇ ਤਾਂ keep canopy open for airflow and light entry।,Mustard मध्ये nursery stage आणि stable weather असताना keep canopy open for airflow and light entry.,weekly,generated_baseline,needs_agronomist_review
Mustard,nursery,low,scouting,planned,"For Mustard during nursery stage under stable weather, walk field twice weekly and mark suspicious patches early.",Mustard में nursery stage पर stable weather होने पर walk field twice weekly and mark suspicious patches early।,Mustard में nursery stage पर stable weather रहे त walk field twice weekly and mark suspicious patches early।,Mustard ਵਿੱਚ nursery stage ਦੌਰਾਨ stable weather ਹੋਵੇ ਤਾਂ walk field twice weekly and mark suspicious patches early।,Mustard मध्ये nursery stage आणि stable weather असताना walk field twice weekly and mark suspicious patches early.,weekly,generated_baseline,needs_agronomist_review
Mustard,nursery,low,disease_watch,planned,"For Mustard during nursery stage under stable weather, walk field twice weekly and mark suspicious patches early.",Mustard में nursery stage पर stable weather होने पर walk field twice weekly and mark suspicious patches early।,Mustard में nursery stage पर stable weather रहे त walk field twice weekly and mark suspicious patches early।,Mustard ਵਿੱਚ nursery stage ਦੌਰਾਨ stable weather ਹੋਵੇ ਤਾਂ walk field twice weekly and mark suspicious patches early।,Mustard मध्ये nursery stage आणि stable weather असताना walk field twice weekly and mark suspicious patches early.,weekly,generated_baseline,needs_agronomist_review
Mustard,nursery,medium,irrigation,planned,"For Mustard during nursery stage under moderate weather fluctuation, keep moisture even and avoid long dry-wet swings.",Mustard में nursery stage पर moderate weather fluctuation होने पर keep moisture even and avoid long dry-wet swings।,Mustard में nursery stage पर moderate weather fluctuation रहे त keep moisture even and avoid long dry-wet swings।,Mustard ਵਿੱਚ nursery stage ਦੌਰਾਨ moderate weather fluctuation ਹੋਵੇ ਤਾਂ keep moisture even and avoid long dry-wet swings।,Mustard मध्ये nursery stage आणि moderate weather fluctuation असताना keep moisture even and avoid long dry-wet swings.,weekly,generated_baseline,needs_agronomist_review
Mustard,nursery,medium,nutrition,planned,"For Mustard during nursery stage under moderate weather fluctuation, support crop with balanced nutrition and avoid excess nitrogen.",Mustard में nursery stage पर moderate weather fluctuation होने पर support crop with balanced nutrition and avoid excess nitrogen।,Mustard में nursery stage पर moderate weather fluctuation रहे त support crop with balanced nutrition and avoid excess nitrogen।,Mustard ਵਿੱਚ nursery stage ਦੌਰਾਨ moderate weather fluctuation ਹੋਵੇ ਤਾਂ support crop with balanced nutrition and avoid excess nitrogen।,Mustard मध्ये nursery stage आणि moderate weather fluctuation असताना support crop with balanced nutrition and avoid excess nitrogen.,weekly,generated_baseline,needs_agronomist_review
Mustard,nursery,medium,canopy,planned,"For Mustard during nursery stage under moderate weather fluctuation, keep canopy open for airflow and light entry.",Mustard में nursery stage पर moderate weather fluctuation होने पर keep canopy open for airflow and light entry।,Mustard में nursery stage पर moderate weather fluctuation रहे त keep canopy open for airflow and light entry।,Mustard ਵਿੱਚ nursery stage ਦੌਰਾਨ moderate weather fluctuation ਹੋਵੇ ਤਾਂ keep canopy open for airflow and light entry।,Mustard मध्ये nursery stage आणि moderate weather fluctuation असताना keep canopy open for airflow and light entry.,weekly,generated_baseline,needs_agronomist_review
Mustard,nursery,medium,scouting,planned,"For Mustard during nursery stage under moderate weather fluctuation, walk field twice weekly and mark suspicious patches early.",Mustard में nursery stage पर moderate weather fluctuation होने पर walk field twice weekly and mark suspicious patches early।,Mustard में nursery stage पर moderate weather fluctuation रहे त walk field twice weekly and mark suspicious patches early।,Mustard ਵਿੱਚ nursery stage ਦੌਰਾਨ moderate weather fluctuation ਹੋਵੇ ਤਾਂ walk field twice weekly and mark suspicious patches early।,Mustard मध्ये nursery stage आणि moderate weather fluctuation असताना walk field twice weekly and mark suspicious patches early.,weekly,generated_baseline,needs_agronomist_review
Mustard,nursery,medium,disease_watch,planned,"For Mustard during nursery stage under moderate weather fluctuation, walk field twice weekly and mark suspicious patches early.",Mustard में nursery stage पर moderate weather fluctuation होने पर walk field twice weekly and mark suspicious patches early।,Mustard में nursery stage पर moderate weather fluctuation रहे त walk field twice weekly and mark suspicious patches early।,Mustard ਵਿੱਚ nursery stage ਦੌਰਾਨ moderate weather fluctuation ਹੋਵੇ ਤਾਂ walk field twice weekly and mark suspicious patches early।,Mustard मध्ये nursery stage आणि moderate weather fluctuation असताना walk field twice weekly and mark suspicious patches early.,weekly,generated_baseline,needs_agronomist_review
Mustard,nursery,high,irrigation,urgent,"For Mustard during nursery stage under high disease-weather pressure, keep moisture even and avoid long dry-wet swings.",Mustard में nursery stage पर high disease-weather pressure होने पर keep moisture even and avoid long dry-wet swings।,Mustard में nursery stage पर high disease-weather pressure रहे त keep moisture even and avoid long dry-wet swings।,Mustard ਵਿੱਚ nursery stage ਦੌਰਾਨ high disease-weather pressure ਹੋਵੇ ਤਾਂ keep moisture even and avoid long dry-wet swings।,Mustard मध्ये nursery stage आणि high disease-weather pressure असताना keep moisture even and avoid long dry-wet swings.,weekly,generated_baseline,needs_agronomist_review
Mustard,nursery,high,nutrition,urgent,"For Mustard during nursery stage under high disease-weather pressure, support crop with balanced nutrition and avoid excess nitrogen.",Mustard में nursery stage पर high disease-weather pressure होने पर support crop with balanced nutrition and avoid excess nitrogen।,Mustard में nursery stage पर high disease-weather pressure रहे त support crop with balanced nutrition and avoid excess nitrogen।,Mustard ਵਿੱਚ nursery stage ਦੌਰਾਨ high disease-weather pressure ਹੋਵੇ ਤਾਂ support crop with balanced nutrition and avoid excess nitrogen।,Mustard मध्ये nursery stage आणि high disease-weather pressure असताना support crop with balanced nutrition and avoid excess nitrogen.,weekly,generated_baseline,needs_agronomist_review
Mustard,nursery,high,canopy,urgent,"For Mustard during nursery stage under high disease-weather pressure, keep canopy open for airflow and light entry.",Mustard में nursery stage पर high disease-weather pressure होने पर keep canopy open for airflow and light entry।,Mustard में nursery stage पर high disease-weather pressure रहे त keep canopy open for airflow and light entry।,Mustard ਵਿੱਚ nursery stage ਦੌਰਾਨ high disease-weather pressure ਹੋਵੇ ਤਾਂ keep canopy open for airflow and light entry।,Mustard मध्ये nursery stage आणि high disease-weather pressure असताना keep canopy open for airflow and light entry.,weekly,generated_baseline,needs_agronomist_review
Mustard,nursery,high,scouting,urgent,"For Mustard during nursery stage under high disease-weather pressure, walk field twice weekly and mark suspicious patches early.",Mustard में nursery stage पर high disease-weather pressure होने पर walk field twice weekly and mark suspicious patches early।,Mustard में nursery stage पर high disease-weather pressure रहे त walk field twice weekly and mark suspicious patches early।,Mustard ਵਿੱਚ nursery stage ਦੌਰਾਨ high disease-weather pressure ਹੋਵੇ ਤਾਂ walk field twice weekly and mark suspicious patches early।,Mustard मध्ये nursery stage आणि high disease-weather pressure असताना walk field twice weekly and mark suspicious patches early.,daily,generated_baseline,needs_agronomist_review
Mustard,nursery,high,disease_watch,urgent,"For Mustard during nursery stage under high disease-weather pressure, walk field twice weekly and mark suspicious patches early.",Mustard में nursery stage पर high disease-weather pressure होने पर walk field twice weekly and mark suspicious patches early।,Mustard में nursery stage पर high disease-weather pressure रहे त walk field twice weekly and mark suspicious patches early।,Mustard ਵਿੱਚ nursery stage ਦੌਰਾਨ high disease-weather pressure ਹੋਵੇ ਤਾਂ walk field twice weekly and mark suspicious patches early।,Mustard मध्ये nursery stage आणि high disease-weather pressure असताना walk field twice weekly and mark suspicious patches early.,daily,generated_baseline,needs_agronomist_review
Mustard,nursery,critical,irrigation,urgent,"For Mustard during nursery stage under critical disease-weather pressure, keep moisture even and avoid long dry-wet swings.",Mustard में nursery stage पर critical disease-weather pressure होने पर keep moisture even and avoid long dry-wet swings।,Mustard में nursery stage पर critical disease-weather pressure रहे त keep moisture even and avoid long dry-wet swings।,Mustard ਵਿੱਚ nursery stage ਦੌਰਾਨ critical disease-weather pressure ਹੋਵੇ ਤਾਂ keep moisture even and avoid long dry-wet swings।,Mustard मध्ये nursery stage आणि critical disease-weather pressure असताना keep moisture even and avoid long dry-wet swings.,weekly,generated_baseline,needs_agronomist_review
Mustard,nursery,critical,nutrition,urgent,"For Mustard during nursery stage under critical disease-weather pressure, support crop with balanced nutrition and avoid excess nitrogen.",Mustard में nursery stage पर critical disease-weather pressure होने पर support crop with balanced nutrition and avoid excess nitrogen।,Mustard में nursery stage पर critical disease-weather pressure रहे त support crop with balanced nutrition and avoid excess nitrogen।,Mustard ਵਿੱਚ nursery stage ਦੌਰਾਨ critical disease-weather pressure ਹੋਵੇ ਤਾਂ support crop with balanced nutrition and avoid excess nitrogen।,Mustard मध्ये nursery stage आणि critical disease-weather pressure असताना support crop with balanced nutrition and avoid excess nitrogen.,weekly,generated_baseline,needs_agronomist_review
Mustard,nursery,critical,canopy,urgent,"For Mustard during nursery stage under critical disease-weather pressure, keep canopy open for airflow and light entry.",Mustard में nursery stage पर critical disease-weather pressure होने पर keep canopy open for airflow and light entry।,Mustard में nursery stage पर critical disease-weather pressure रहे त keep canopy open for airflow and light entry।,Mustard ਵਿੱਚ nursery stage ਦੌਰਾਨ critical disease-weather pressure ਹੋਵੇ ਤਾਂ keep canopy open for airflow and light entry।,Mustard मध्ये nursery stage आणि critical disease-weather pressure असताना keep canopy open for airflow and light entry.,weekly,generated_baseline,needs_agronomist_review
Mustard,nursery,critical,scouting,urgent,"For Mustard during nursery stage under critical disease-weather pressure, walk field twice weekly and mark suspicious patches early.",Mustard में nursery stage पर critical disease-weather pressure होने पर walk field twice weekly and mark suspicious patches early।,Mustard में nursery stage पर critical disease-weather pressure रहे त walk field twice weekly and mark suspicious patches early।,Mustard ਵਿੱਚ nursery stage ਦੌਰਾਨ critical disease-weather pressure ਹੋਵੇ ਤਾਂ walk field twice weekly and mark suspicious patches early।,Mustard मध्ये nursery stage आणि critical disease-weather pressure असताना walk field twice weekly and mark suspicious patches early.,daily,generated_baseline,needs_agronomist_review
Mustard,nursery,critical,disease_watch,urgent,"For Mustard during nursery stage under critical disease-weather pressure, walk field twice weekly and mark suspicious patches early.",Mustard में nursery stage पर critical disease-weather pressure होने पर walk field twice weekly and mark suspicious patches early।,Mustard में nursery stage पर critical disease-weather pressure रहे त walk field twice weekly and mark suspicious patches early।,Mustard ਵਿੱਚ nursery stage ਦੌਰਾਨ critical disease-weather pressure ਹੋਵੇ ਤਾਂ walk field twice weekly and mark suspicious patches early।,Mustard मध्ये nursery stage आणि critical disease-weather pressure असताना walk field twice weekly and mark suspicious patches early.,daily,generated_baseline,needs_agronomist_review
Mustard,vegetative,low,irrigation,planned,"For Mustard during vegetative stage under stable weather, keep moisture even and avoid long dry-wet swings.",Mustard में vegetative stage पर stable weather होने पर keep moisture even and avoid long dry-wet swings।,Mustard में vegetative stage पर stable weather रहे त keep moisture even and avoid long dry-wet swings।,Mustard ਵਿੱਚ vegetative stage ਦੌਰਾਨ stable weather ਹੋਵੇ ਤਾਂ keep moisture even and avoid long dry-wet swings।,Mustard मध्ये vegetative stage आणि stable weather असताना keep moisture even and avoid long dry-wet swings.,weekly,generated_baseline,needs_agronomist_review
Mustard,vegetative,low,nutrition,planned,"For Mustard during vegetative stage under stable weather, support crop with balanced nutrition and avoid excess nitrogen.",Mustard में vegetative stage पर stable weather होने पर support crop with balanced nutrition and avoid excess nitrogen।,Mustard में vegetative stage पर stable weather रहे त support crop with balanced nutrition and avoid excess nitrogen।,Mustard ਵਿੱਚ vegetative stage ਦੌਰਾਨ stable weather ਹੋਵੇ ਤਾਂ support crop with balanced nutrition and avoid excess nitrogen।,Mustard मध्ये vegetative stage आणि stable weather असताना support crop with balanced nutrition and avoid excess nitrogen.,weekly,generated_baseline,needs_agronomist_review
Mustard,vegetative,low,canopy,planned,"For Mustard during vegetative stage under stable weather, keep canopy open for airflow and light entry.",Mustard में vegetative stage पर stable weather होने पर keep canopy open for airflow and light entry।,Mustard में vegetative stage पर stable weather रहे त keep canopy open for airflow and light entry।,Mustard ਵਿੱਚ vegetative stage ਦੌਰਾਨ stable weather ਹੋਵੇ ਤਾਂ keep canopy open for airflow and light entry।,Mustard मध्ये vegetative stage आणि stable weather असताना keep canopy open for airflow and light entry.,weekly,generated_baseline,needs_agronomist_review
Mustard,vegetative,low,scouting,planned,"For Mustard during vegetative stage under stable weather, walk field twice weekly and mark suspicious patches early.",Mustard में vegetative stage पर stable weather होने पर walk field twice weekly and mark suspicious patches early।,Mustard में vegetative stage पर stable weather रहे त walk field twice weekly and mark suspicious patches early।,Mustard ਵਿੱਚ vegetative stage ਦੌਰਾਨ stable weather ਹੋਵੇ ਤਾਂ walk field twice weekly and mark suspicious patches early।,Mustard मध्ये vegetative stage आणि stable weather असताना walk field twice weekly and mark suspicious patches early.,weekly,generated_baseline,needs_agronomist_review
Mustard,vegetative,low,disease_watch,planned,"For Mustard during vegetative stage under stable weather, walk field twice weekly and mark suspicious patches early.",Mustard में vegetative stage पर stable weather होने पर walk field twice weekly and mark suspicious patches early।,Mustard में vegetative stage पर stable weather रहे त walk field twice weekly and mark suspicious patches early।,Mustard ਵਿੱਚ vegetative stage ਦੌਰਾਨ stable weather ਹੋਵੇ ਤਾਂ walk field twice weekly and mark suspicious patches early।,Mustard मध्ये vegetative stage आणि stable weather असताना walk field twice weekly and mark suspicious patches early.,weekly,generated_baseline,needs_agronomist_review
Mustard,vegetative,medium,irrigation,planned,"For Mustard during vegetative stage under moderate weather fluctuation, keep moisture even and avoid long dry-wet swings.",Mustard में vegetative stage पर moderate weather fluctuation होने पर keep moisture even and avoid long dry-wet swings।,Mustard में vegetative stage पर moderate weather fluctuation रहे त keep moisture even and avoid long dry-wet swings।,Mustard ਵਿੱਚ vegetative stage ਦੌਰਾਨ moderate weather fluctuation ਹੋਵੇ ਤਾਂ keep moisture even and avoid long dry-wet swings।,Mustard मध्ये vegetative stage आणि moderate weather fluctuation असताना keep moisture even and avoid long dry-wet swings.,weekly,generated_baseline,needs_agronomist_review
Mustard,vegetative,medium,nutrition,planned,"For Mustard during vegetative stage under moderate weather fluctuation, support crop with balanced nutrition and avoid excess nitrogen.",Mustard में vegetative stage पर moderate weather fluctuation होने पर support crop with balanced nutrition and avoid excess nitrogen।,Mustard में vegetative stage पर moderate weather fluctuation रहे त support crop with balanced nutrition and avoid excess nitrogen।,Mustard ਵਿੱਚ vegetative stage ਦੌਰਾਨ moderate weather fluctuation ਹੋਵੇ ਤਾਂ support crop with balanced nutrition and avoid excess nitrogen।,Mustard मध्ये vegetative stage आणि moderate weather fluctuation असताना support crop with balanced nutrition and avoid excess nitrogen.,weekly,generated_baseline,needs_agronomist_review
Mustard,vegetative,medium,canopy,planned,"For Mustard during vegetative stage under moderate weather fluctuation, keep canopy open for airflow and light entry.",Mustard में vegetative stage पर moderate weather fluctuation होने पर keep canopy open for airflow and light entry।,Mustard में vegetative stage पर moderate weather fluctuation रहे त keep canopy open for airflow and light entry।,Mustard ਵਿੱਚ vegetative stage ਦੌਰਾਨ moderate weather fluctuation ਹੋਵੇ ਤਾਂ keep canopy open for airflow and light entry।,Mustard मध्ये vegetative stage आणि moderate weather fluctuation असताना keep canopy open for airflow and light entry.,weekly,generated_baseline,needs_agronomist_review
Mustard,vegetative,medium,scouting,planned,"For Mustard during vegetative stage under moderate weather fluctuation, walk field twice weekly and mark suspicious patches early.",Mustard में vegetative stage पर moderate weather fluctuation होने पर walk field twice weekly and mark suspicious patches early।,Mustard में vegetative stage पर moderate weather fluctuation रहे त walk field twice weekly and mark suspicious patches early।,Mustard ਵਿੱਚ vegetative stage ਦੌਰਾਨ moderate weather fluctuation ਹੋਵੇ ਤਾਂ walk field twice weekly and mark suspicious patches early।,Mustard मध्ये vegetative stage आणि moderate weather fluctuation असताना walk field twice weekly and mark suspicious patches early.,weekly,generated_baseline,needs_agronomist_review
Mustard,vegetative,medium,disease_watch,planned,"For Mustard during vegetative stage under moderate weather fluctuation, walk field twice weekly and mark suspicious patches early.",Mustard में vegetative stage पर moderate weather fluctuation होने पर walk field twice weekly and mark suspicious patches early।,Mustard में vegetative stage पर moderate weather fluctuation रहे त walk field twice weekly and mark suspicious patches early।,Mustard ਵਿੱਚ vegetative stage ਦੌਰਾਨ moderate weather fluctuation ਹੋਵੇ ਤਾਂ walk field twice weekly and mark suspicious patches early।,Mustard मध्ये vegetative stage आणि moderate weather fluctuation असताना walk field twice weekly and mark suspicious patches early.,weekly,generated_baseline,needs_agronomist_review
Mustard,vegetative,high,irrigation,urgent,"For Mustard during vegetative stage under high disease-weather pressure, keep moisture even and avoid long dry-wet swings.",Mustard में vegetative stage पर high disease-weather pressure होने पर keep moisture even and avoid long dry-wet swings।,Mustard में vegetative stage पर high disease-weather pressure रहे त keep moisture even and avoid long dry-wet swings।,Mustard ਵਿੱਚ vegetative stage ਦੌਰਾਨ high disease-weather pressure ਹੋਵੇ ਤਾਂ keep moisture even and avoid long dry-wet swings।,Mustard मध्ये vegetative stage आणि high disease-weather pressure असताना keep moisture even and avoid long dry-wet swings.,weekly,generated_baseline,needs_agronomist_review
Mustard,vegetative,high,nutrition,urgent,"For Mustard during vegetative stage under high disease-weather pressure, support crop with balanced nutrition and avoid excess nitrogen.",Mustard में vegetative stage पर high disease-weather pressure होने पर support crop with balanced nutrition and avoid excess nitrogen।,Mustard में vegetative stage पर high disease-weather pressure रहे त support crop with balanced nutrition and avoid excess nitrogen।,Mustard ਵਿੱਚ vegetative stage ਦੌਰਾਨ high disease-weather pressure ਹੋਵੇ ਤਾਂ support crop with balanced nutrition and avoid excess nitrogen।,Mustard मध्ये vegetative stage आणि high disease-weather pressure असताना support crop with balanced nutrition and avoid excess nitrogen.,weekly,generated_baseline,needs_agronomist_review
Mustard,vegetative,high,canopy,urgent,"For Mustard during vegetative stage under high disease-weather pressure, keep canopy open for airflow and light entry.",Mustard में vegetative stage पर high disease-weather pressure होने पर keep canopy open for airflow and light entry।,Mustard में vegetative stage पर high disease-weather pressure रहे त keep canopy open for airflow and light entry।,Mustard ਵਿੱਚ vegetative stage ਦੌਰਾਨ high disease-weather pressure ਹੋਵੇ ਤਾਂ keep canopy open for airflow and light entry।,Mustard मध्ये vegetative stage आणि high disease-weather pressure असताना keep canopy open for airflow and light entry.,weekly,generated_baseline,needs_agronomist_review
Mustard,vegetative,high,scouting,urgent,"For Mustard during vegetative stage under high disease-weather pressure, walk field twice weekly and mark suspicious patches early.",Mustard में vegetative stage पर high disease-weather pressure होने पर walk field twice weekly and mark suspicious patches early।,Mustard में vegetative stage पर high disease-weather pressure रहे त walk field twice weekly and mark suspicious patches early।,Mustard ਵਿੱਚ vegetative stage ਦੌਰਾਨ high disease-weather pressure ਹੋਵੇ ਤਾਂ walk field twice weekly and mark suspicious patches early।,Mustard मध्ये vegetative stage आणि high disease-weather pressure असताना walk field twice weekly and mark suspicious patches early.,daily,generated_baseline,needs_agronomist_review
Mustard,vegetative,high,disease_watch,urgent,"For Mustard during vegetative stage under high disease-weather pressure, walk field twice weekly and mark suspicious patches early.",Mustard में vegetative stage पर high disease-weather pressure होने पर walk field twice weekly and mark suspicious patches early।,Mustard में vegetative stage पर high disease-weather pressure रहे त walk field twice weekly and mark suspicious patches early।,Mustard ਵਿੱਚ vegetative stage ਦੌਰਾਨ high disease-weather pressure ਹੋਵੇ ਤਾਂ walk field twice weekly and mark suspicious patches early।,Mustard मध्ये vegetative stage आणि high disease-weather pressure असताना walk field twice weekly and mark suspicious patches early.,daily,generated_baseline,needs_agronomist_review
Mustard,vegetative,critical,irrigation,urgent,"For Mustard during vegetative stage under critical disease-weather pressure, keep moisture even and avoid long dry-wet swings.",Mustard में vegetative stage पर critical disease-weather pressure होने पर keep moisture even and avoid long dry-wet swings।,Mustard में vegetative stage पर critical disease-weather pressure रहे त keep moisture even and avoid long dry-wet swings।,Mustard ਵਿੱਚ vegetative stage ਦੌਰਾਨ critical disease-weather pressure ਹੋਵੇ ਤਾਂ keep moisture even and avoid long dry-wet swings।,Mustard मध्ये vegetative stage आणि critical disease-weather pressure असताना keep moisture even and avoid long dry-wet swings.,weekly,generated_baseline,needs_agronomist_review
Mustard,vegetative,critical,nutrition,urgent,"For Mustard during vegetative stage under critical disease-weather pressure, support crop with balanced nutrition and avoid excess nitrogen.",Mustard में vegetative stage पर critical disease-weather pressure होने पर support crop with balanced nutrition and avoid excess nitrogen।,Mustard में vegetative stage पर critical disease-weather pressure रहे त support crop with balanced nutrition and avoid excess nitrogen।,Mustard ਵਿੱਚ vegetative stage ਦੌਰਾਨ critical disease-weather pressure ਹੋਵੇ ਤਾਂ support crop with balanced nutrition and avoid excess nitrogen।,Mustard मध्ये vegetative stage आणि critical disease-weather pressure असताना support crop with balanced nutrition and avoid excess nitrogen.,weekly,generated_baseline,needs_agronomist_review
Mustard,vegetative,critical,canopy,urgent,"For Mustard during vegetative stage under critical disease-weather pressure, keep canopy open for airflow and light entry.",Mustard में vegetative stage पर critical disease-weather pressure होने पर keep canopy open for airflow and light entry।,Mustard में vegetative stage पर critical disease-weather pressure रहे त keep canopy open for airflow and light entry।,Mustard ਵਿੱਚ vegetative stage ਦੌਰਾਨ critical disease-weather pressure ਹੋਵੇ ਤਾਂ keep canopy open for airflow and light entry।,Mustard मध्ये vegetative stage आणि critical disease-weather pressure असताना keep canopy open for airflow and light entry.,weekly,generated_baseline,needs_agronomist_review
Mustard,vegetative,critical,scouting,urgent,"For Mustard during vegetative stage under critical disease-weather pressure, walk field twice weekly and mark suspicious patches early.",Mustard में vegetative stage पर critical disease-weather pressure होने पर walk field twice weekly and mark suspicious patches early।,Mustard में vegetative stage पर critical disease-weather pressure रहे त walk field twice weekly and mark suspicious patches early।,Mustard ਵਿੱਚ vegetative stage ਦੌਰਾਨ critical disease-weather pressure ਹੋਵੇ ਤਾਂ walk field twice weekly and mark suspicious patches early।,Mustard मध्ये vegetative stage आणि critical disease-weather pressure असताना walk field twice weekly and mark suspicious patches early.,daily,generated_baseline,needs_agronomist_review
Mustard,vegetative,critical,disease_watch,urgent,"For Mustard during vegetative stage under critical disease-weather pressure, walk field twice weekly and mark suspicious patches early.",Mustard में vegetative stage पर critical disease-weather pressure होने पर walk field twice weekly and mark suspicious patches early।,Mustard में vegetative stage पर critical disease-weather pressure रहे त walk field twice weekly and mark suspicious patches early।,Mustard ਵਿੱਚ vegetative stage ਦੌਰਾਨ critical disease-weather pressure ਹੋਵੇ ਤਾਂ walk field twice weekly and mark suspicious patches early।,Mustard मध्ये vegetative stage आणि critical disease-weather pressure असताना walk field twice weekly and mark suspicious patches early.,daily,generated_baseline,needs_agronomist_review
Mustard,flowering_fruiting,low,irrigation,planned,"For Mustard during flowering and fruiting stage under stable weather, keep moisture even and avoid long dry-wet swings.",Mustard में flowering and fruiting stage पर stable weather होने पर keep moisture even and avoid long dry-wet swings।,Mustard में flowering and fruiting stage पर stable weather रहे त keep moisture even and avoid long dry-wet swings।,Mustard ਵਿੱਚ flowering and fruiting stage ਦੌਰਾਨ stable weather ਹੋਵੇ ਤਾਂ keep moisture even and avoid long dry-wet swings।,Mustard मध्ये flowering and fruiting stage आणि stable weather असताना keep moisture even and avoid long dry-wet swings.,weekly,generated_baseline,needs_agronomist_review
Mustard,flowering_fruiting,low,nutrition,planned,"For Mustard during flowering and fruiting stage under stable weather, support crop with balanced nutrition and avoid excess nitrogen.",Mustard में flowering and fruiting stage पर stable weather होने पर support crop with balanced nutrition and avoid excess nitrogen।,Mustard में flowering and fruiting stage पर stable weather रहे त support crop with balanced nutrition and avoid excess nitrogen।,Mustard ਵਿੱਚ flowering and fruiting stage ਦੌਰਾਨ stable weather ਹੋਵੇ ਤਾਂ support crop with balanced nutrition and avoid excess nitrogen।,Mustard मध्ये flowering and fruiting stage आणि stable weather असताना support crop with balanced nutrition and avoid excess nitrogen.,weekly,generated_baseline,needs_agronomist_review
Mustard,flowering_fruiting,low,canopy,planned,"For Mustard during flowering and fruiting stage under stable weather, keep canopy open for airflow and light entry.",Mustard में flowering and fruiting stage पर stable weather होने पर keep canopy open for airflow and light entry।,Mustard में flowering and fruiting stage पर stable weather रहे त keep canopy open for airflow and light entry।,Mustard ਵਿੱਚ flowering and fruiting stage ਦੌਰਾਨ stable weather ਹੋਵੇ ਤਾਂ keep canopy open for airflow and light entry।,Mustard मध्ये flowering and fruiting stage आणि stable weather असताना keep canopy open for airflow and light entry.,weekly,generated_baseline,needs_agronomist_review
Mustard,flowering_fruiting,low,scouting,planned,"For Mustard during flowering and fruiting stage under stable weather, walk field twice weekly and mark suspicious patches early.",Mustard में flowering and fruiting stage पर stable weather होने पर walk field twice weekly and mark suspicious patches early।,Mustard में flowering and fruiting stage पर stable weather रहे त walk field twice weekly and mark suspicious patches early।,Mustard ਵਿੱਚ flowering and fruiting stage ਦੌਰਾਨ stable weather ਹੋਵੇ ਤਾਂ walk field twice weekly and mark suspicious patches early।,Mustard मध्ये flowering and fruiting stage आणि stable weather असताना walk field twice weekly and mark suspicious patches early.,weekly,generated_baseline,needs_agronomist_review
Mustard,flowering_fruiting,low,disease_watch,planned,"For Mustard during flowering and fruiting stage under stable weather, walk field twice weekly and mark suspicious patches early.",Mustard में flowering and fruiting stage पर stable weather होने पर walk field twice weekly and mark suspicious patches early।,Mustard में flowering and fruiting stage पर stable weather रहे त walk field twice weekly and mark suspicious patches early।,Mustard ਵਿੱਚ flowering and fruiting stage ਦੌਰਾਨ stable weather ਹੋਵੇ ਤਾਂ walk field twice weekly and mark suspicious patches early।,Mustard मध्ये flowering and fruiting stage आणि stable weather असताना walk field twice weekly and mark suspicious patches early.,weekly,generated_baseline,needs_agronomist_review
Mustard,flowering_fruiting,medium,irrigation,planned,"For Mustard during flowering and fruiting stage under moderate weather fluctuation, keep moisture even and avoid long dry-wet swings.",Mustard में flowering and fruiting stage पर moderate weather fluctuation होने पर keep moisture even and avoid long dry-wet swings।,Mustard में flowering and fruiting stage पर moderate weather fluctuation रहे त keep moisture even and avoid long dry-wet swings।,Mustard ਵਿੱਚ flowering and fruiting stage ਦੌਰਾਨ moderate weather fluctuation ਹੋਵੇ ਤਾਂ keep moisture even and avoid long dry-wet swings।,Mustard मध्ये flowering and fruiting stage आणि moderate weather fluctuation असताना keep moisture even and avoid long dry-wet swings.,weekly,generated_baseline,needs_agronomist_review
